,TROC Bear,average_return
0,The 1 ROC,0.024224933786624492
1,The 1 ROC,0.024224933786624492
2,The 1 ROC,0.024224933786624492
3,The 1 ROC,0.024224933786624492
4,The 1 ROC,0.024224933786624492
5,The 1 ROC,0.024224933786624492
6,The 1 ROC,0.024224933786624492
7,The 1 ROC,0.024224933786624492
8,The 1 ROC,0.024224933786624492
9,The 1 ROC,0.024224933786624492
10,The 1 ROC,0.024224933786624492
11,The 1 ROC,0.024224933786624492
12,The 1 ROC,0.024224933786624492
13,The 1 ROC,0.024224933786624492
14,The 1 ROC,0.024224933786624492
15,The 1 ROC,0.024224933786624492
16,The 1 ROC,0.024224933786624492
17,The 1 ROC,0.024224933786624492
18,The 1 ROC,0.024224933786624492
19,The 1 ROC,0.024224933786624492
20,The 1 ROC,0.024224933786624492
21,The 1 ROC,0.024224933786624492
22,The 1 ROC,0.024224933786624492
23,The 1 ROC,0.024224933786624492
24,The 1 ROC,0.024224933786624492
25,The 1 ROC,0.024224933786624492
26,The 1 ROC,0.024224933786624492
27,The 1 ROC,0.024224933786624492
28,The 1 ROC,0.024224933786624492
29,The 1 ROC,0.024224933786624492
30,The 1 ROC,0.024224933786624492
31,The 1 ROC,0.024224933786624492
32,The 1 ROC,0.024224933786624492
33,The 1 ROC,0.024224933786624492
34,The 1 ROC,0.024224933786624492
35,The 1 ROC,0.024224933786624492
36,The 1 ROC,0.024224933786624492
37,The 1 ROC,0.024224933786624492
38,The 1 ROC,0.024224933786624492
39,The 1 ROC,0.024224933786624492
40,The 1 ROC,0.024224933786624492
41,The 1 ROC,0.024224933786624492
42,The 1 ROC,0.024224933786624492
43,The 1 ROC,0.024224933786624492
44,The 1 ROC,0.024224933786624492
45,The 1 ROC,0.024224933786624492
46,The 1 ROC,0.024224933786624492
47,The 1 ROC,0.024224933786624492
48,The 1 ROC,0.024224933786624492
49,The 1 ROC,0.024224933786624492
50,The 1 ROC,0.024224933786624492
51,The 1 ROC,0.024224933786624492
52,The 1 ROC,0.024224933786624492
53,The 1 ROC,0.024224933786624492
54,The 1 ROC,0.024224933786624492
55,The 1 ROC,0.024224933786624492
56,The 1 ROC,0.024224933786624492
57,The 1 ROC,0.024224933786624492
58,The 1 ROC,0.024224933786624492
59,The 1 ROC,0.024224933786624492
60,The 1 ROC,0.024224933786624492
61,The 1 ROC,0.024224933786624492
62,The 1 ROC,0.024224933786624492
63,The 1 ROC,0.024224933786624492
64,The 1 ROC,0.024224933786624492
65,The 1 ROC,0.024224933786624492
66,The 1 ROC,0.024224933786624492
67,The 1 ROC,0.024224933786624492
68,The 1 ROC,0.024224933786624492
69,The 1 ROC,0.024224933786624492
70,The 1 ROC,0.024224933786624492
71,The 1 ROC,0.024224933786624492
72,The 1 ROC,0.024224933786624492
73,The 1 ROC,0.024224933786624492
74,The 1 ROC,0.024224933786624492
75,The 1 ROC,0.024224933786624492
76,The 1 ROC,0.024224933786624492
77,The 1 ROC,0.024224933786624492
78,The 1 ROC,0.024224933786624492
79,The 1 ROC,0.024224933786624492
80,The 1 ROC,0.024224933786624492
81,The 1 ROC,0.024224933786624492
82,The 1 ROC,0.024224933786624492
83,The 1 ROC,0.024224933786624492
84,The 1 ROC,0.024224933786624492
85,The 1 ROC,0.024224933786624492
86,The 1 ROC,0.024224933786624492
87,The 1 ROC,0.024224933786624492
88,The 1 ROC,0.024224933786624492
89,The 1 ROC,0.024224933786624492
90,The 1 ROC,0.024224933786624492
91,The 1 ROC,0.024224933786624492
92,The 1 ROC,0.024224933786624492
93,The 1 ROC,0.024224933786624492
94,The 1 ROC,0.024224933786624492
95,The 1 ROC,0.024224933786624492
96,The 1 ROC,0.024224933786624492
97,The 1 ROC,0.024224933786624492
98,The 1 ROC,0.024224933786624492
99,The 1 ROC,0.024224933786624492
100,The 1 ROC,0.024224933786624492
101,The 1 ROC,0.024224933786624492
102,The 1 ROC,0.024224933786624492
103,The 1 ROC,0.024224933786624492
104,The 1 ROC,0.024224933786624492
105,The 1 ROC,0.024224933786624492
106,The 1 ROC,0.024224933786624492
107,The 1 ROC,0.024224933786624492
108,The 1 ROC,0.024224933786624492
109,The 1 ROC,0.024224933786624492
110,The 1 ROC,0.024224933786624492
111,The 1 ROC,0.024224933786624492
112,The 1 ROC,0.024224933786624492
113,The 1 ROC,0.024224933786624492
114,The 1 ROC,0.024224933786624492
115,The 1 ROC,0.024224933786624492
116,The 1 ROC,0.024224933786624492
117,The 1 ROC,0.024224933786624492
118,The 1 ROC,0.024224933786624492
119,The 1 ROC,0.024224933786624492
120,The 1 ROC,0.024224933786624492
121,The 1 ROC,0.024224933786624492
122,The 1 ROC,0.024224933786624492
123,The 1 ROC,0.024224933786624492
124,The 1 ROC,0.024224933786624492
125,The 1 ROC,0.024224933786624492
126,The 1 ROC,0.024224933786624492
127,The 1 ROC,0.024224933786624492
128,The 1 ROC,0.024224933786624492
129,The 1 ROC,0.024224933786624492
130,The 1 ROC,0.024224933786624492
131,The 1 ROC,0.024224933786624492
132,The 1 ROC,0.024224933786624492
133,The 1 ROC,0.024224933786624492
134,The 1 ROC,0.024224933786624492
135,The 1 ROC,0.024224933786624492
136,The 1 ROC,0.024224933786624492
137,The 1 ROC,0.024224933786624492
138,The 1 ROC,0.024224933786624492
139,The 1 ROC,0.024224933786624492
140,The 1 ROC,0.024224933786624492
141,The 1 ROC,0.024224933786624492
142,The 1 ROC,0.024224933786624492
143,The 1 ROC,0.024224933786624492
144,The 1 ROC,0.024224933786624492
145,The 1 ROC,0.024224933786624492
146,The 1 ROC,0.024224933786624492
147,The 1 ROC,0.024224933786624492
148,The 1 ROC,0.024224933786624492
149,The 1 ROC,0.024224933786624492
150,The 1 ROC,0.024224933786624492
151,The 1 ROC,0.024224933786624492
152,The 1 ROC,0.024224933786624492
153,The 1 ROC,0.024224933786624492
154,The 1 ROC,0.024224933786624492
155,The 1 ROC,0.024224933786624492
156,The 1 ROC,0.024224933786624492
157,The 1 ROC,0.024224933786624492
158,The 1 ROC,0.024224933786624492
159,The 1 ROC,0.024224933786624492
160,The 1 ROC,0.024224933786624492
161,The 1 ROC,0.024224933786624492
162,The 1 ROC,0.024224933786624492
163,The 1 ROC,0.024224933786624492
164,The 1 ROC,0.024224933786624492
165,The 1 ROC,0.024224933786624492
166,The 1 ROC,0.024224933786624492
167,The 1 ROC,0.024224933786624492
168,The 1 ROC,0.024224933786624492
169,The 1 ROC,0.024224933786624492
170,The 1 ROC,0.024224933786624492
171,The 1 ROC,0.024224933786624492
172,The 1 ROC,0.024224933786624492
173,The 1 ROC,0.024224933786624492
174,The 1 ROC,0.024224933786624492
175,The 1 ROC,0.024224933786624492
176,The 1 ROC,0.024224933786624492
177,The 1 ROC,0.024224933786624492
178,The 1 ROC,0.024224933786624492
179,The 1 ROC,0.024224933786624492
180,The 1 ROC,0.024224933786624492
181,The 1 ROC,0.024224933786624492
182,The 1 ROC,0.024224933786624492
183,The 1 ROC,0.024224933786624492
184,The 1 ROC,0.024224933786624492
185,The 1 ROC,0.024224933786624492
186,The 1 ROC,0.024224933786624492
187,The 1 ROC,0.024224933786624492
188,The 1 ROC,0.024224933786624492
189,The 1 ROC,0.024224933786624492
190,The 1 ROC,0.024224933786624492
191,The 1 ROC,0.024224933786624492
192,The 1 ROC,0.024224933786624492
193,The 1 ROC,0.024224933786624492
194,The 1 ROC,0.024224933786624492
195,The 1 ROC,0.024224933786624492
196,The 1 ROC,0.024224933786624492
197,The 1 ROC,0.024224933786624492
198,The 1 ROC,0.024224933786624492
199,The 1 ROC,0.024224933786624492
200,The 1 ROC,0.024224933786624492
201,The 1 ROC,0.024224933786624492
202,The 1 ROC,0.024224933786624492
203,The 1 ROC,0.024224933786624492
204,The 1 ROC,0.024224933786624492
205,The 1 ROC,0.024224933786624492
206,The 1 ROC,0.024224933786624492
207,The 1 ROC,0.024224933786624492
208,The 1 ROC,0.024224933786624492
209,The 1 ROC,0.024224933786624492
210,The 1 ROC,0.024224933786624492
211,The 1 ROC,0.024224933786624492
212,The 1 ROC,0.024224933786624492
213,The 1 ROC,0.024224933786624492
214,The 1 ROC,0.024224933786624492
215,The 1 ROC,0.024224933786624492
216,The 1 ROC,0.024224933786624492
217,The 1 ROC,0.024224933786624492
218,The 1 ROC,0.024224933786624492
219,The 1 ROC,0.024224933786624492
220,The 1 ROC,0.031154855576093876
221,The 1 ROC,0.031154855576093876
222,The 1 ROC,0.031154855576093876
223,The 1 ROC,0.031154855576093876
224,The 1 ROC,0.031154855576093876
225,The 1 ROC,0.031154855576093876
226,The 1 ROC,0.031154855576093876
227,The 1 ROC,0.031154855576093876
228,The 1 ROC,0.031154855576093876
229,The 1 ROC,0.031154855576093876
230,The 1 ROC,0.031154855576093876
231,The 1 ROC,0.031154855576093876
232,The 1 ROC,0.031154855576093876
233,The 1 ROC,0.031154855576093876
