date,price,tether
6/14/2020,9330.776377,9181284429
6/15/2020,9428.711711,9196168975
6/16/2020,9526.981126,9189829261
6/17/2020,9459.444331,9185510905
6/18/2020,9380.503133,9185051505
6/19/2020,9303.937628,9175128474
6/20/2020,9355.814259,9182295108
6/21/2020,9287.172917,9180365630
6/22/2020,9688.040742,9202141170
6/23/2020,9623.994704,9188175422
6/24/2020,9288.258098,9176966073
6/25/2020,9243.227464,9177701112
6/26/2020,9157.315982,9178252391
6/27/2020,9010.974017,9180549389
6/28/2020,9125.82128,9181284429
6/29/2020,9184.322246,9181192549
6/30/2020,9137.684313,9193504458
7/1/2020,9237.417191,9198465973
7/2/2020,9096.294127,9193504458
7/3/2020,9067.735589,9193320698
7/4/2020,9139.612992,9191299340
7/5/2020,9084.844657,9194423257
7/6/2020,9343.830977,9192401899
7/7/2020,9259.554721,9186154064
7/8/2020,9441.170316,9193136938
7/9/2020,9241.481937,9191574979
7/10/2020,9291.314317,9196904015
7/11/2020,9241.883082,9194698897
7/12/2020,9306.707895,9191666859
7/13/2020,9241.749928,9187991663
